"Geographic code","Geographic name","Geographic type","Geographic name, Province or territory","Geographic code, Province or territory","Additional province code","Global non-response rate","Data quality flag","Household type","Number of households, 2006","Number of households, 2016","Median household total income (2015 constant dollars), 2005","Median household total income (2015 constant dollars), 2015","Median household total income (2015 constant dollars), % change","Median household after-tax income (2015 constant dollars), 2005","Median household after-tax income (2015 constant dollars), 2015","Median household after-tax income (2015 constant dollars), % change"
"48840","Lloydminster (Alberta part)","CA","Alberta","48","47",3.7,"00000","        One couple, without children in their census family",1540,1890,100488,113323,12.8,83184,94647,13.8
"48840","Lloydminster (Alberta part)","CA","Alberta","48","47",3.7,"00000","        One couple, with children in their census family",2075,2420,118272,144128,21.9,98073,118272,20.6
"48840","Lloydminster (Alberta part)","CA","Alberta","48","47",3.7,"00000","      One lone-parent census family",330,585,46251,58944,27.4,43101,53990,25.3
"48840","Lloydminster (Alberta part)","CA","Alberta","48","47",3.7,"00000","    Other census-family households",300,420,134033,146432,9.3,117524,125184,6.5
"48840","Lloydminster (Alberta part)","CA","Alberta","48","47",3.7,"00000","  Non-census-family households",1830,2130,45501,55241,21.4,39395,46912,19.1
"501","Cornwall","CA","Ontario","35","",4.0,"00000","Total – Household type including census family structure",24340,26080,50589,51712,2.2,45793,47542,3.8
"501","Cornwall","CA","Ontario","35","",4.0,"00000","  Census-family households",16755,17005,65144,68766,5.6,57943,62268,7.5
"501","Cornwall","CA","Ontario","35","",4.0,"00000","    Households consisting of only one census family without additional persons",15785,15825,64560,67490,4.5,57062,60988,6.9
"501","Cornwall","CA","Ontario","35","",4.0,"00000","      One couple, with or without children in their census family",13255,13120,70874,74373,4.9,61439,66413,8.1
"501","Cornwall","CA","Ontario","35","",4.0,"00000","        One couple, without children in their census family",6690,7620,61244,66025,7.8,53967,59413,10.1
"501","Cornwall","CA","Ontario","35","",4.0,"00000","        One couple, with children in their census family",6560,5500,82673,89088,7.8,71728,78613,9.6
"501","Cornwall","CA","Ontario","35","",4.0,"00000","      One lone-parent census family",2535,2705,34329,39253,14.3,33376,38242,14.6
"501","Cornwall","CA","Ontario","35","",4.0,"00000","    Other census-family households",970,1180,83193,84864,2.0,74428,78373,5.3
"501","Cornwall","CA","Ontario","35","",4.0,"00000","  Non-census-family households",7580,9080,26145,27399,4.8,24236,25658,5.9
"502","Hawkesbury","CA","Ontario","35","24",4.5,"00000","Total – Household type including census family structure",5350,5745,41618,42384,1.8,38628,39620,2.6
"502","Hawkesbury","CA","Ontario","35","24",4.5,"00000","  Census-family households",3450,3330,57762,59355,2.8,51035,54458,6.7
"502","Hawkesbury","CA","Ontario","35","24",4.5,"00000","    Households consisting of only one census family without additional persons",3275,3135,56577,57972,2.5,50174,53402,6.4
"502","Hawkesbury","CA","Ontario","35","24",4.5,"00000","      One couple, with or without children in their census family",2670,2440,61730,65024,5.3,54806,58475,6.7
"502","Hawkesbury","CA","Ontario","35","24",4.5,"00000","        One couple, without children in their census family",1510,1585,55759,56192,0.8,49958,51419,2.9
"502","Hawkesbury","CA","Ontario","35","24",4.5,"00000","        One couple, with children in their census family",1160,850,72805,84032,15.4,63180,74650,18.2
"502","Hawkesbury","CA","Ontario","35","24",4.5,"00000","      One lone-parent census family",610,700,31140,38861,24.8,31140,37717,21.1
"502","Hawkesbury","CA","Ontario","35","24",4.5,"00000","    Other census-family households",170,195,71603,85248,19.1,63915,77824,21.8
"502","Hawkesbury","CA","Ontario","35","24",4.5,"00000","  Non-census-family households",1900,2420,21049,24135,14.7,20309,23249,14.5
"505","Ottawa - Gatineau","CMA","Ontario","35","24",3.5,"00000","Total – Household type including census family structure",457195,535495,78645,82053,4.3,66046,69904,5.8
"505","Ottawa - Gatineau","CMA","Ontario","35","24",3.5,"00000","  Census-family households",314725,358045,98427,105728,7.4,82235,89225,8.5
"505","Ottawa - Gatineau","CMA","Ontario","35","24",3.5,"00000","    Households consisting of only one census family without additional persons",292070,330370,97470,104742,7.5,81213,88130,8.5
"505","Ottawa - Gatineau","CMA","Ontario","35","24",3.5,"00000","      One couple, with or without children in their census family",248745,280140,106328,114019,7.2,87901,95153,8.3
"505","Ottawa - Gatineau","CMA","Ontario","35","24",3.5,"00000","        One couple, without children in their census family",109455,132080,91924,96960,5.5,76114,81611,7.2
"505","Ottawa - Gatineau","CMA","Ontario","35","24",3.5,"00000","        One couple, with children in their census family",139290,148060,118625,132348,11.6,97842,109757,12.2
"505","Ottawa - Gatineau","CMA","Ontario","35","24",3.5,"00000","      One lone-parent census family",43330,50235,54874,61238,11.6,49175,54389,10.6
"505","Ottawa - Gatineau","CMA","Ontario","35","24",3.5,"00000","    Other census-family households",22655,27670,110841,117570,6.1,96095,103160,7.4
"505","Ottawa - Gatineau","CMA","Ontario","35","24",3.5,"00000","  Non-census-family households",142470,177455,44499,46127,3.7,38006,40085,5.5
"507","Arnprior","CA","Ontario","35","",3.5,"00000","Total – Household type including census family structure",5845,6795,66472,69790,5.0,57129,61705,8.0
"507","Arnprior","CA","Ontario","35","",3.5,"00000","  Census-family households",4260,4725,79028,87343,10.5,67388,76153,13.0
"507","Arnprior","CA","Ontario","35","",3.5,"00000","    Households consisting of only one census family without additional persons",4100,4415,78673,85820,9.1,66941,74496,11.3
"507","Arnprior","CA","Ontario","35","",3.5,"00000","      One couple, with or without children in their census family",3600,3865,83121,91876,10.5,72053,79577,10.4
"507","Arnprior","CA","Ontario","35","",3.5,"00000","        One couple, without children in their census family",1750,2190,67589,77664,14.9,58009,68166,17.5
"507","Arnprior","CA","Ontario","35","",3.5,"00000","        One couple, with children in their census family",1845,1680,100455,111232,10.7,84191,94387,12.1
"507","Arnprior","CA","Ontario","35","",3.5,"00000","      One lone-parent census family",500,555,49705,48256,-2.9,44479,44058,-0.9
"507","Arnprior","CA","Ontario","35","",3.5,"00000","    Other census-family households",160,310,116816,107136,-8.3,94524,92416,-2.2
"507","Arnprior","CA","Ontario","35","",3.5,"00000","  Non-census-family households",1590,2070,35242,35776,1.5,30980,32538,5.0
"509","Carleton Place","CA","Ontario","35","",4.1,"00000","Total – Household type including census family structure",10370,12435,78447,83596,6.6,66273,72277,9.1
"509","Carleton Place","CA","Ontario","35","",4.1,"00000","  Census-family households",8055,9385,90883,99520,9.5,76042,84945,11.7
"509","Carleton Place","CA","Ontario","35","",4.1,"00000","    Households consisting of only one census family without additional persons",7565,8735,90045,97926,8.8,75182,83682,11.3
"509","Carleton Place","CA","Ontario","35","",4.1,"00000","      One couple, with or without children in their census family",6610,7740,95580,103752,8.5,80727,87969,9.0
"509","Carleton Place","CA","Ontario","35","",4.1,"00000","        One couple, without children in their census family",2985,4065,82480,88377,7.1,69576,76754,10.3
"509","Carleton Place","CA","Ontario","35","",4.1,"00000","        One couple, with children in their census family",3630,3670,104911,121856,16.2,88448,102310,15.7
"509","Carleton Place","CA","Ontario","35","",4.1,"00000","      One lone-parent census family",950,1000,50344,56013,11.3,45176,51149,13.2
"509","Carleton Place","CA","Ontario","35","",4.1,"00000","    Other census-family households",490,650,105341,119979,13.9,90221,105267,16.7
"509","Carleton Place","CA","Ontario","35","",4.1,"00000","  Non-census-family households",2320,3050,38069,42959,12.8,33066,37646,13.9
"512","Brockville","CA","Ontario","35","",4.0,"00000","Total – Household type including census family structure",16385,16915,61431,61638,0.3,54204,55219,1.9
"512","Brockville","CA","Ontario","35","",4.0,"00000","  Census-family households",11590,11250,75514,80009,6.0,65046,70788,8.8
"512","Brockville","CA","Ontario","35","",4.0,"00000","    Households consisting of only one census family without additional persons",10890,10475,73911,79176,7.1,63768,69789,9.4
"512","Brockville","CA","Ontario","35","",4.0,"00000","      One couple, with or without children in their census family",9465,9005,79355,85127,7.3,67864,74567,9.9
"512","Brockville","CA","Ontario","35","",4.0,"00000","        One couple, without children in their census family",5060,5345,65994,74261,12.5,57653,65749,14.0
"512","Brockville","CA","Ontario","35","",4.0,"00000","        One couple, with children in their census family",4400,3660,93574,105125,12.3,80732,90734,12.4
"512","Brockville","CA","Ontario","35","",4.0,"00000","      One lone-parent census family",1425,1470,40755,45440,11.5,38449,42304,10.0
"512","Brockville","CA","Ontario","35","",4.0,"00000","    Other census-family households",695,780,102652,90587,-11.8,89798,83610,-6.9
"512","Brockville","CA","Ontario","35","",4.0,"00000","  Non-census-family households",4800,5660,33156,33303,0.4,29267,30674,4.8
"515","Pembroke","CA","Ontario","35","",4.3,"00000","Total – Household type including census family structure",9400,9915,56721,61511,8.4,50011,54985,9.9
"515","Pembroke","CA","Ontario","35","",4.3,"00000","  Census-family households",6585,6565,73221,80517,10.0,63328,71559,13.0
"515","Pembroke","CA","Ontario","35","",4.3,"00000","    Households consisting of only one census family without additional persons",6160,6075,70818,79300,12.0,61781,70516,14.1
"515","Pembroke","CA","Ontario","35","",4.3,"00000","      One couple, with or without children in their census family",5280,5130,78002,85309,9.4,67141,75118,11.9
"515","Pembroke","CA","Ontario","35","",4.3,"00000","        One couple, without children in their census family",2740,2885,65406,72111,10.3,57122,63947,11.9
"515","Pembroke","CA","Ontario","35","",4.3,"00000","        One couple, with children in their census family",2545,2235,91410,105312,15.2,80238,91200,13.7
"515","Pembroke","CA","Ontario","35","",4.3,"00000","      One lone-parent census family",880,950,39140,46446,18.7,37490,43349,15.6
"515","Pembroke","CA","Ontario","35","",4.3,"00000","    Other census-family households",425,490,86932,91712,5.5,75167,83328,10.9
"515","Pembroke","CA","Ontario","35","",4.3,"00000","  Non-census-family households",2815,3350,30932,31403,1.5,28833,29294,1.6
"516","Petawawa","CA","Ontario","35","",7.6,"00100","Total – Household type including census family structure",5330,6335,77000,86048,11.8,65370,74201,13.5
"516","Petawawa","CA","Ontario","35","",7.6,"00100","  Census-family households",4115,4685,81946,95744,16.8,70538,82767,17.3
"516","Petawawa","CA","Ontario","35","",7.6,"00100","    Households consisting of only one census family without additional persons",3935,4420,81278,94482,16.2,69614,81510,17.1
"516","Petawawa","CA","Ontario","35","",7.6,"00100","      One couple, with or without children in their census family",3575,4005,85165,98779,16.0,73149,84843,16.0
"516","Petawawa","CA","Ontario","35","",7.6,"00100","        One couple, without children in their census family",1495,1775,79666,89643,12.5,68163,77141,13.2
"516","Petawawa","CA","Ontario","35","",7.6,"00100","        One couple, with children in their census family",2085,2225,87915,105856,20.4,75864,90837,19.7
"516","Petawawa","CA","Ontario","35","",7.6,"00100","      One lone-parent census family",355,415,55440,62891,13.4,49333,56192,13.9
"516","Petawawa","CA","Ontario","35","",7.6,"00100","    Other census-family households",175,265,103903,120832,16.3,95509,103296,8.2
"516","Petawawa","CA","Ontario","35","",7.6,"00100","  Non-census-family households",1220,1650,54282,63979,17.9,45862,53472,16.6
"521","Kingston","CMA","Ontario","35","",4.6,"00000","Total – Household type including census family structure",62045,67915,65710,71195,8.3,57129,62652,9.7
"521","Kingston","CMA","Ontario","35","",4.6,"00000","  Census-family households",42285,44620,84921,92168,8.5,72993,80238,9.9
"521","Kingston","CMA","Ontario","35","",4.6,"00000","    Households consisting of only one census family without additional persons",39445,41015,84452,91018,7.8,72409,78972,9.1
"521","Kingston","CMA","Ontario","35","",4.6,"00000","      One couple, with or without children in their census family",34320,35070,90578,98154,8.4,76910,84518,9.9
"521","Kingston","CMA","Ontario","35","",4.6,"00000","        One couple, without children in their census family",17090,19245,76943,85895,11.6,65817,74540,13.3
"521","Kingston","CMA","Ontario","35","",4.6,"00000","        One couple, with children in their census family",17230,15825,103985,115759,11.3,87473,98897,13.1
"521","Kingston","CMA","Ontario","35","",4.6,"00000","      One lone-parent census family",5125,5945,46238,52695,14.0,42456,48717,14.7
"521","Kingston","CMA","Ontario","35","",4.6,"00000","    Other census-family households",2840,3605,91489,104881,14.6,81989,93816,14.4
"521","Kingston","CMA","Ontario","35","",4.6,"00000","  Non-census-family households",19755,23295,34982,39034,11.6,31169,35293,13.2
"522","Belleville","CMA","Ontario","35","",3.8,"00000","Total – Household type including census family structure",40420,43005,61688,63902,3.6,53452,57010,6.7
"522","Belleville","CMA","Ontario","35","",3.8,"00000","  Census-family households",29055,29560,74808,79082,5.7,64457,70286,9.0
"522","Belleville","CMA","Ontario","35","",3.8,"00000","    Households consisting of only one census family without additional persons",27045,26950,73828,77742,5.3,63488,68850,8.4
"522","Belleville","CMA","Ontario","35","",3.8,"00000","      One couple, with or without children in their census family",23385,23035,78999,83523,5.7,67945,73437,8.1
"522","Belleville","CMA","Ontario","35","",3.8,"00000","        One couple, without children in their census family",11710,12695,68227,72674,6.5,58906,64487,9.5
